"id","mz","diff","reference","formula","formula_isotopefree","formula_ion","homseries","totalc","H.C","O.C","C","H","O","N","S","P","Cl","Na","C13","O18","N15","S34","Cl37","Co","Cu.i","Cu.ii","Cu65.i","Cu65.ii","Fe.ii","Fe.iii","Fe54.ii","Fe54.iii","Br79","Br81","Ni.ii","Ni60.ii","Zn.ii","Zn66.ii","I","MDL_1.5","ResPow","m1","SE","present_in","AI","AI.mod","DBE","Aromatic","Aromatic.O_rich","Aromatic.O_poor","Highly.unsaturated","Highly.unsaturated.O_rich","Highly.unsaturated.O_poor","Unsaturated","Unsaturated.O_rich","Unsaturated.O_poor","Unsaturated.with.N","Saturated","Saturated.O_rich","Saturated.O_poor","mean_signal_to_MDL","isoratioC13.1","isoratioC13.2","isoratio_O18","isoratioS34","isoratioN15","isoratioBr81.1","isoratioBr81.2","isoratioCu.i_65","isoratioCu.ii_65","isoratioFe.ii_54","isoratioFe.iii_54","isoratioZn.ii_66","isoratioNi.ii_60","isoratioCl37","isorat_sdC13.1","isorat_sdC13.2","isorat_sd_O18","isorat_sd_S34","isorat_sd_N15","homnetworkmember","mean_of_ratio_deviance","diff_filter","alternative_formula","Sample1_A12-TH1-36.csv","Sample2_A12-TH1-37.csv","Sample3_A12-03_1.csv","Sample4_A12-04_1.csv","Sample5_A12-05_1.csv","Sample6_A12-06_1.csv","Sample7_A12-07_1.csv","Sample8_A12-09_1.csv","Sample9_A12-11_1.csv","Sample10_A12-12_1.csv","Sample11_A12-15_1.csv","Sample12_A12-16_1.csv","Sample13_A12-17_1.csv","Sample14_A12-18_1.csv","Sample15_A12-20_1.csv","Sample16_A12-21_1.csv","Sample17_A12-22_1.csv","Sample18_A12-24_1.csv","Sample19_A12-TH-32_1.csv","Sample20_A12-TH-35_1.csv","Sample21_A12-TH1-23_1.csv","Sample22_A12-TH1-25_1.csv","Sample23_A12-TH1-26_1.csv","Sample24_A12-TH1-27_1.csv","Sample25_A12-TH1-28_1.csv","Sample26_A12-TH1-29_1.csv","Sample27_A12-TH1-31_1.csv","Sample28_A12-Top33_1.csv"
0,373.178219004734,0.0352953,374.185508643,"C_21 H_22 O_1 N_6","C21H22N6O","C_21 H_21 O_1 N_6",6,21,1.048,0.048,21,22,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.2338965708107,0,373.178197698048,0.780974077633289,13,0.5,0.52,14,1,0,1,0,0,0,0,0,0,0,0,0,0,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961,Inf,FALSE,NA,NA,NA,104.7,NA,86.6,NA,NA,NA,91.1,NA,NA,NA,84.2,184.9,218.2,NA,NA,744,734.7,401.2,NA,610.5,NA,NA,1030.3,NA,973,225.5
-1,374.023510700255,0.0962774,375.030751025,"C_16 H_10 O_10 C13_1","C17H10O10","C_16 H_9 O_10 C13_1",2,17,0.588,0.588,16,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.023546670801,0.127466798532721,3,0.43,0.67,13,1,1,0,0,0,0,0,0,0,0,0,0,0,5.59,-86.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.955781450637,NA,NA,NA,NA,110,86.45,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.8,NA,652.5,NA
0,374.064388384502,0.1687997,375.071601504,"C_17 H_9 O_4 N_7","C17H9N7O4","C_17 H_8 O_4 N_7",1,17,0.529,0.235,17,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.064416093572,0.352689484550556,6,1,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3171,Inf,FALSE,NA,NA,84.5,NA,NA,NA,NA,80.8,NA,NA,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,134.3,NA,429.7,NA
0,374.064388384502,0.3220904,375.071785623,"C_25 H_13 O_1 N_1 S_1","C25H13NOS","C_25 H_12 O_1 N_1 S_1",9,25,0.52,0.04,25,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.064416093572,0.352689484550556,6,0.77,0.78,20,1,0,1,0,0,0,0,0,0,0,0,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762,Inf,FALSE,NA,NA,84.5,NA,NA,NA,NA,80.8,NA,NA,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,134.3,NA,429.7,NA
-1,374.072335967791,0.2531089,375.079707335,"C_17 H_10 O_4 N_6 C13_1","C18H10N6O4","C_17 H_9 O_4 N_6 C13_1",5,18,0.556,0.222,17,10,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,6521.91304347826,374.07229419041,0.889085244872242,23,0.88,0.9,17,1,0,1,0,0,0,0,0,0,0,0,0,0,7.47,713.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290.32057905719,NA,NA,NA,NA,2953,713.49,FALSE,NA,NA,NA,380.3,202.2,513.9,548.5,317.5,583.2,462.8,549.9,NA,389.1,413.4,608,447.2,NA,253.7,546.7,404.2,391.9,198.7,624.6,NA,544,489.1,951.2,804.7,291.1
0,374.101122800178,0.2539959,375.108303956,"C_15 H_22 O_8 N_1 P_1","C15H22NO8P","C_15 H_21 O_8 N_1 P_1",4,15,1.467,0.533,15,22,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.10110934489,0.867736575431485,15,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867,Inf,FALSE,NA,NA,NA,93,NA,NA,NA,96.2,NA,NA,116.2,NA,NA,NA,NA,273.9,NA,102.5,282.8,138.8,247.1,NA,288.7,186.9,245.2,382.5,192.8,597.9,215.5
0,374.137406841909,0.0161644,375.144689337,"C_16 H_26 O_7 N_1 P_1","C16H26NO7P","C_16 H_25 O_7 N_1 P_1",5,16,1.625,0.438,16,26,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.137361771917,0.588642695105433,7,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,Inf,FALSE,NA,NA,NA,NA,NA,NA,126.9,NA,NA,NA,308.2,NA,NA,NA,NA,NA,NA,148.9,96.1,NA,NA,433.9,NA,NA,NA,167.1,NA,103.8,NA
-1,374.145194604307,0.0188217,375.152478097,"C_19 H_18 O_2 N_6 C13_1","C20H18N6O2","C_19 H_17 O_2 N_6 C13_1",13,20,0.9,0.1,19,18,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.145152540206,0.733655768725203,20,0.58,0.62,15,1,0,1,0,0,0,0,0,0,0,0,0,0,6.29,773.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1543.68699631407,NA,NA,NA,NA,2930,773.87,FALSE,NA,NA,NA,235.5,NA,578,503.4,206.5,192.8,454.1,670.1,NA,235.2,181.4,478.8,336,NA,113.7,353.2,706.5,290.3,235,699,NA,NA,622.9,NA,702.7,187.1
0,374.152944564822,0.2126718,375.16014121,"C_10 H_25 O_10 N_5","C10H25N5O10","C_10 H_24 O_10 N_5",2,10,2.5,1,10,25,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.152916886461,1.02676698615232,22,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2734,Inf,FALSE,NA,NA,3279.6,NA,NA,266,142.6,122.4,111.1,228.3,119,NA,65.2,110.2,182.9,246,NA,68.5,278.2,884.4,NA,99.2,312,175,388.7,447,252.6,446.6,151.6
0,374.181938154894,0.2701837,375.189315956,"C_17 H_29 O_8 N_1","C17H29NO8","C_17 H_28 O_8 N_1",1,17,1.706,0.471,17,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.181867311971,0.184424492426341,3,0,0,4,0,0,0,0,0,0,1,0,1,1,0,0,0,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1587,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.4,711.9,71.3,NA,NA,NA,NA,NA,NA,NA,NA
0,374.189257185304,0.0187262,375.196526591,"C_11 H_29 O_9 N_5","C11H29N5O9","C_11 H_28 O_9 N_5",5,11,2.636,0.818,11,29,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4924361064198,0,374.189243963903,0.533707323088435,7,4.67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2745,Inf,FALSE,NA,NA,NA,NA,NA,148.5,NA,NA,NA,193,NA,NA,NA,NA,582.9,NA,NA,NA,NA,NA,NA,NA,147.1,NA,287.6,206.8,NA,72.5,NA
-1,375.048335146789,0.0147345,376.055617119,"C_17 H_8 O_5 N_6","C17H8N6O5","C_17 H_7 O_5 N_6",19,17,0.471,0.294,17,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.048295303911,0.924932287652159,24,1,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,7.48,-95.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.24484782939,NA,NA,NA,NA,2959,95.87,FALSE,NA,NA,NA,368.6,NA,294.3,367.4,290.8,268.4,214.5,349.1,NA,139.9,229.2,167.6,772.7,167.8,398.5,911.6,466.5,680.8,114.5,903.7,305.2,670.8,762.9,701.4,1393.9,511.9
0,375.084833678835,0.2861267,376.0920025,"C_18 H_12 O_4 N_6","C18H12N6O4","C_18 H_11 O_4 N_6",18,18,0.667,0.222,18,12,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,6646,375.084776354157,0.863207487071078,24,0.75,0.8,16,1,0,1,0,0,0,0,0,0,0,0,0,0,30.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2948,Inf,FALSE,NA,NA,NA,1263.6,261.4,1130.5,1289.7,1099.7,842.5,715.8,1762.9,NA,478.9,894.2,1255,3262.1,904.8,1747.3,3560.6,2189.7,2531.4,361.9,3695.2,NA,3401.8,3675.4,2426.8,6648.4,1996.5
0,375.084833678835,0.2034315,376.092186619,"C_26 H_16 O_1 S_1","C26H16OS","C_26 H_15 O_1 S_1",10,26,0.615,0.038,26,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,6646,375.084776354157,0.863207487071078,24,0.71,0.71,19,1,0,1,0,0,0,0,0,0,0,0,0,0,30.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,Inf,FALSE,NA,NA,NA,1263.6,261.4,1130.5,1289.7,1099.7,842.5,715.8,1762.9,NA,478.9,894.2,1255,3262.1,904.8,1747.3,3560.6,2189.7,2531.4,361.9,3695.2,NA,3401.8,3675.4,2426.8,6648.4,1996.5
0,375.092238615242,0.480115,376.099334476,"C_19 H_22 O_4 P_2","C19H22O4P2","C_19 H_21 O_4 P_2",1,19,1.158,0.211,19,22,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.092236892963,0.27851165350106,5,0.31,0.4,10,0,0,0,1,0,1,0,0,0,0,0,0,0,5.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4,NA,NA,NA,249.1,NA,NA,NA,NA,NA,NA,NA,556.4,NA,289.3,NA,660.7,NA,NA
0,375.094349283189,0.2044766,376.101702619,"C_26 H_17 O_1 P_1","C26H17OP","C_26 H_16 O_1 P_1",1,26,0.654,0.038,26,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.094343287801,0.267231156719041,3,0.71,0.71,19,1,0,1,0,0,0,0,0,0,0,0,0,0,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.5,159.7,NA,NA,NA
0,375.09783128092,0.2655082,376.105207571,"C_12 H_26 O_9 P_2","C12H26O9P2","C_12 H_25 O_9 P_2",1,12,2.167,0.75,12,26,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.097800944171,0.489851175349333,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257,Inf,TRUE,"C_23 H_21 O_1 S_1 P_1",130.8,NA,NA,NA,NA,67.4,NA,NA,NA,NA,NA,NA,NA,112.5,91,NA,NA,NA,NA,106,NA,NA,121.8,NA,NA,NA,NA,80
0,375.09783128092,0.0879887,376.105074619,"C_23 H_21 O_1 S_1 P_1","C23H21OPS","C_23 H_20 O_1 S_1 P_1",1,23,0.913,0.043,23,21,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.097800944171,0.489851175349333,7,0.55,0.56,14,1,0,1,0,0,0,0,0,0,0,0,0,0,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1108,Inf,TRUE,"C_23 H_21 O_1 S_1 P_1",130.8,NA,NA,NA,NA,67.4,NA,NA,NA,NA,NA,NA,NA,112.5,91,NA,NA,NA,NA,106,NA,NA,121.8,NA,NA,NA,NA,80
0,375.113096806891,0.2405506,376.120463714,"C_16 H_26 O_6 P_2","C16H26O6P2","C_16 H_25 O_6 P_2",2,16,1.625,0.375,16,26,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.113110835436,0.377956491804018,4,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283,Inf,FALSE,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,153.6,67.1,NA
-1,375.121151462833,0.1063812,376.128387881,"C_19 H_16 O_3 N_6","C19H16N6O3","C_19 H_15 O_3 N_6",18,19,0.842,0.158,19,16,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,5828.16,375.12110300554,0.980667086482707,25,0.6,0.65,15,1,0,1,0,0,0,0,0,0,0,0,0,0,27.71,415.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992.918928709233,NA,NA,NA,NA,2931,415.16,FALSE,NA,NA,NA,985.3,364.9,1288.1,1173.6,872.6,436.5,822.2,1663.9,NA,384.8,590.5,1224.6,2291.3,819.5,1458.9,2475.8,3071.6,2024,532.7,4234.2,2171.7,3133.9,3493.9,1809.3,5338.3,1506.1
0,375.125638133017,0.0235847,376.132923436,"C_11 H_24 O_12 N_2","C11H24N2O12","C_11 H_23 O_12 N_2",2,11,2.182,1.091,11,24,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.125602917678,0.0864430334942102,3,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2056,Inf,FALSE,NA,NA,NA,NA,NA,NA,122.7,NA,NA,NA,117.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.8,NA,NA,NA,NA,NA
0,375.130998404746,0.0236456,376.13828373,"C_17 H_20 O_6 N_4","C17H20N4O6","C_17 H_19 O_6 N_4",1,17,1.176,0.353,17,20,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.131002754625,0.239199719674439,4,0,0.3,10,0,0,0,1,0,1,0,0,0,0,0,0,0,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2623,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9,72.9,72.9,66.7,NA
0,375.139012931203,0.1060093,376.146329238,"C_27 H_20 O_2","C27H20O2","C_27 H_19 O_2",4,27,0.741,0.074,27,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.138953712366,0.535679828041127,9,0.64,0.65,18,1,0,1,0,0,0,0,0,0,0,0,0,0,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,Inf,FALSE,NA,NA,NA,186.3,NA,NA,NA,NA,NA,NA,NA,NA,69.3,73,NA,391.5,NA,237.8,448.2,474.1,457.4,NA,NA,NA,NA,NA,NA,NA,312.4
0,375.157861920738,0.127654,376.165090333,"C_17 H_29 O_7 P_1","C17H29O7P","C_17 H_28 O_7 P_1",1,17,1.706,0.412,17,29,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.157788037845,0.274825200593322,11,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,886,Inf,FALSE,NA,NA,NA,242.3,NA,NA,NA,NA,79,NA,NA,NA,148.3,236.9,NA,460.6,NA,468,630.8,2377.1,634.9,259.4,NA,NA,NA,NA,NA,NA,519.1
0,375.166147084938,0.2444245,376.173331571,"C_17 H_28 O_9","C17H28O9","C_17 H_27 O_9",1,17,1.647,0.529,17,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.166099851247,0.169684504102929,4,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6,NA,NA,135.9,NA,NA,257.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.6
0,375.194123015242,0.2027292,376.201475714,"C_18 H_33 O_6 P_1","C18H33O6P","C_18 H_32 O_6 P_1",3,18,1.833,0.333,18,33,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.194058335044,0.399943169639306,9,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,Inf,FALSE,NA,NA,NA,92.4,NA,NA,NA,NA,NA,68.3,NA,NA,71.4,137.3,NA,132.3,NA,NA,391.8,2101.3,264.6,NA,NA,NA,NA,NA,NA,NA,280
0,375.230519661967,0.1727657,376.237861095,"C_19 H_37 O_5 P_1","C19H37O5P","C_19 H_36 O_5 P_1",4,19,1.947,0.263,19,37,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7525641932198,0,375.230452972443,0.335111435331763,4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9,NA,NA,NA,NA,NA,854,232.1,NA,NA,NA,NA,NA,NA,NA,106.2
-1,376.051641323126,0.1437415,377.058971954,"C_16 H_8 O_5 N_6 C13_1","C17H8N6O5","C_16 H_7 O_5 N_6 C13_1",19,17,0.471,0.294,16,8,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0142991149347,0,376.051574277649,0.494673833381233,7,1,1,17,1,0,1,0,0,0,0,0,0,0,0,0,0,1.53,-95.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.24484782939,NA,NA,NA,NA,2959,95.87,FALSE,NA,NA,NA,66.2,NA,NA,110.6,NA,121.7,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,156.5,80.6,NA
0,376.051641323126,0.0162415,377.058911631,"C_26 H_7 O_1 N_3","C26H7N3O","C_26 H_6 O_1 N_3",13,26,0.269,0.038,26,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0142991149347,0,376.051574277649,0.494673833381233,7,0.95,0.96,25,1,0,1,0,0,0,0,0,0,0,0,0,0,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2465,Inf,FALSE,NA,NA,NA,66.2,NA,NA,110.6,NA,121.7,67.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,156.5,80.6,NA
0,376.074579923564,0.0924335,377.08189121,"C_11 H_15 O_10 N_5","C11H15N5O10","C_11 H_14 O_10 N_5",3,11,1.364,0.909,11,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0142991149347,0,376.074534715968,0.37838514124432,13,2,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736,Inf,FALSE,NA,NA,NA,NA,NA,118.7,123.2,NA,123,74.6,NA,NA,110.9,NA,300.9,NA,NA,139.6,NA,93.4,NA,82.4,260.6,NA,236.9,237.1,NA,436.3,NA
0,376.074579923564,0.4266315,377.08169548,"C_21 H_16 O_4 N_1 P_1","C21H16NO4P","C_21 H_15 O_4 N_1 P_1",1,21,0.762,0.19,21,16,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0142991149347,0,376.074534715968,0.37838514124432,13,0.6,0.65,15,1,0,1,0,0,0,0,0,0,0,0,0,0,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,Inf,FALSE,NA,NA,NA,NA,NA,118.7,123.2,NA,123,74.6,NA,NA,110.9,NA,300.9,NA,NA,139.6,NA,93.4,NA,82.4,260.6,NA,236.9,237.1,NA,436.3,NA
0,376.076650685753,0.3620043,377.084063623,"C_28 H_11 O_1 N_1","C28H11NO","C_28 H_10 O_1 N_1",1,28,0.393,0.036,28,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0142991149347,0,376.076641538572,0.285327403265999,3,0.85,0.85,24,1,0,1,0,0,0,0,0,0,0,0,0,0,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652,Inf,FALSE,NA,231.8,NA,215.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358.6,NA,NA,NA,NA,NA
0,376.080341669418,0.1313382,377.087568575,"C_14 H_20 O_9 N_1 P_1","C14H20NO9P","C_14 H_19 O_9 N_1 P_1",7,14,1.429,0.643,14,20,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0142991149347,0,376.080340667345,0.367702818285565,7,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,Inf,FALSE,NA,NA,NA,89.7,NA,75.6,76.7,NA,NA,NA,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.2,NA,NA,405.4,NA,579.8,NA
0,376.080341669418,0.4839141,377.087435623,"C_25 H_15 O_1 N_1 S_1","C25H15NOS","C_25 H_14 O_1 N_1 S_1",2,25,0.6,0.04,25,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0142991149347,0,376.080340667345,0.367702818285565,7,0.73,0.73,19,1,0,1,0,0,0,0,0,0,0,0,0,0,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760,Inf,FALSE,NA,NA,NA,89.7,NA,75.6,76.7,NA,NA,NA,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.2,NA,NA,405.4,NA,579.8,NA
0,376.116625031291,0.139193,377.123953956,"C_15 H_24 O_8 N_1 P_1","C15H24NO8P","C_15 H_23 O_8 N_1 P_1",5,15,1.6,0.533,15,24,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0142991149347,0,376.116638931891,0.228374617153946,5,0,0,5,0,0,0,0,0,0,1,1,0,1,0,0,0,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,Inf,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,NA,NA,149.2,95.7,385.1,NA
